"","year","evangelical","mainline","catholic","blackprot","jewish","otherfaith","nofaith","reltrad","partyid"
"15820",1984,0,0,0,1,0,0,0,3,0
"15821",1984,0,0,0,1,0,0,0,3,3
"15822",1984,1,0,0,0,0,0,0,1,2
"15823",1984,0,0,1,0,0,0,0,4,NA
"15824",1984,1,0,0,0,0,0,0,1,5
"15825",1984,0,1,0,0,0,0,0,2,5
"15826",1984,0,0,0,0,0,0,0,NaN,1
"15827",1984,1,0,0,0,0,0,0,1,4
"15828",1984,1,0,0,0,0,0,0,1,1
"15829",1984,1,0,0,0,0,0,0,1,0
"15830",1984,0,0,0,0,1,0,0,5,NA
"15831",1984,1,0,0,0,0,0,0,1,0
"15832",1984,0,0,1,0,0,0,0,4,1
"15833",1984,0,0,1,0,0,0,0,4,2
"15834",1984,0,0,1,0,0,0,0,4,1
"15835",1984,0,1,0,0,0,0,0,2,2
"15836",1984,0,0,0,0,0,0,1,7,2
"15837",1984,0,0,0,0,1,0,0,5,2
"15838",1984,0,0,1,0,0,0,0,4,0
"15839",1984,0,0,1,0,0,0,0,4,1
"15840",1984,0,1,0,0,0,0,0,2,4
"15841",1984,0,0,1,0,0,0,0,4,1
"15842",1984,0,0,1,0,0,0,0,4,1
"15843",1984,0,0,1,0,0,0,0,4,0
"15844",1984,0,0,1,0,0,0,0,4,4
"15845",1984,0,0,1,0,0,0,0,4,3
"15846",1984,0,0,0,0,1,0,0,5,2
"15847",1984,0,0,0,0,1,0,0,5,2
"15848",1984,0,0,0,0,0,0,0,NaN,3
"15849",1984,0,0,0,0,0,0,1,7,3
"15850",1984,0,0,0,1,0,0,0,3,5
"15851",1984,0,0,1,0,0,0,0,4,1
"15852",1984,0,0,1,0,0,0,0,4,5
"15853",1984,0,0,1,0,0,0,0,4,3
"15854",1984,0,0,0,0,0,1,0,6,NA
"15855",1984,0,0,1,0,0,0,0,4,0
"15856",1984,0,0,1,0,0,0,0,4,0
"15857",1984,0,0,1,0,0,0,0,4,6
"15858",1984,0,0,1,0,0,0,0,4,2
"15859",1984,0,0,0,1,0,0,0,3,0
"15860",1984,0,0,1,0,0,0,0,4,0
"15861",1984,1,0,0,0,0,0,0,1,1
"15862",1984,0,0,0,0,0,0,1,7,3
"15863",1984,0,0,0,0,1,0,0,5,3
"15864",1984,1,0,0,0,0,0,0,1,3
"15865",1984,0,0,0,0,1,0,0,5,6
"15866",1984,0,1,0,0,0,0,0,2,5
"15867",1984,0,0,0,1,0,0,0,3,0
"15868",1984,0,0,0,1,0,0,0,3,0
"15869",1984,0,0,0,1,0,0,0,3,0
"15870",1984,0,0,0,1,0,0,0,3,2
"15871",1984,0,0,0,1,0,0,0,3,0
"15872",1984,0,0,1,0,0,0,0,4,3
"15873",1984,0,0,0,1,0,0,0,3,0
"15874",1984,0,0,0,1,0,0,0,3,0
"15875",1984,0,0,1,0,0,0,0,4,1
"15876",1984,0,1,0,0,0,0,0,2,3
"15877",1984,0,1,0,0,0,0,0,2,5
"15878",1984,0,0,1,0,0,0,0,4,1
"15879",1984,0,1,0,0,0,0,0,2,5
"15880",1984,0,0,0,0,0,1,0,6,5
"15881",1984,0,0,1,0,0,0,0,4,1
"15882",1984,0,1,0,0,0,0,0,2,5
"15883",1984,0,0,1,0,0,0,0,4,6
"15884",1984,0,1,0,0,0,0,0,2,5
"15885",1984,0,1,0,0,0,0,0,2,0
"15886",1984,0,0,1,0,0,0,0,4,0
"15887",1984,0,0,1,0,0,0,0,4,0
"15888",1984,0,1,0,0,0,0,0,2,4
"15889",1984,0,0,0,0,0,1,0,6,0
"15890",1984,0,1,0,0,0,0,0,2,1
"15891",1984,0,0,1,0,0,0,0,4,1
"15892",1984,0,0,0,0,0,1,0,6,0
"15893",1984,0,0,1,0,0,0,0,4,2
"15894",1984,0,0,0,0,1,0,0,5,2
"15895",1984,0,0,0,0,1,0,0,5,1
"15896",1984,0,0,0,0,1,0,0,5,5
"15897",1984,0,0,0,0,1,0,0,5,4
"15898",1984,1,0,0,0,0,0,0,1,0
"15899",1984,0,0,0,1,0,0,0,3,0
"15900",1984,0,0,0,1,0,0,0,3,0
"15901",1984,1,0,0,0,0,0,0,1,5
"15902",1984,0,0,1,0,0,0,0,4,4
"15903",1984,0,1,0,0,0,0,0,2,5
"15904",1984,0,0,0,0,0,1,0,6,0
"15905",1984,0,0,1,0,0,0,0,4,0
"15906",1984,1,0,0,0,0,0,0,1,0
"15907",1984,0,0,1,0,0,0,0,4,0
"15908",1984,0,0,0,0,0,1,0,6,0
"15909",1984,0,0,1,0,0,0,0,4,0
"15910",1984,0,0,0,1,0,0,0,3,2
"15911",1984,0,0,0,0,0,0,1,7,2
"15912",1984,0,0,1,0,0,0,0,4,3
"15913",1984,1,0,0,0,0,0,0,1,5
"15914",1984,0,0,1,0,0,0,0,4,3
"15915",1984,0,1,0,0,0,0,0,2,2
"15916",1984,1,0,0,0,0,0,0,1,2
"15917",1984,0,1,0,0,0,0,0,2,5
"15918",1984,1,0,0,0,0,0,0,1,0
"15919",1984,0,0,1,0,0,0,0,4,1
"15920",1984,0,0,0,0,0,1,0,6,2
"15921",1984,0,1,0,0,0,0,0,2,0
"15922",1984,0,0,1,0,0,0,0,4,6
"15923",1984,0,0,1,0,0,0,0,4,1
"15924",1984,0,1,0,0,0,0,0,2,0
"15925",1984,0,1,0,0,0,0,0,2,0
"15926",1984,0,0,1,0,0,0,0,4,1
"15927",1984,0,0,0,1,0,0,0,3,0
"15928",1984,0,0,0,1,0,0,0,3,0
"15929",1984,1,0,0,0,0,0,0,1,0
"15930",1984,0,0,1,0,0,0,0,4,2
"15931",1984,1,0,0,0,0,0,0,1,6
"15932",1984,0,0,1,0,0,0,0,4,0
"15933",1984,0,0,0,0,0,0,1,7,3
"15934",1984,1,0,0,0,0,0,0,1,2
"15935",1984,1,0,0,0,0,0,0,1,4
"15936",1984,1,0,0,0,0,0,0,1,2
"15937",1984,0,0,0,1,0,0,0,3,1
"15938",1984,1,0,0,0,0,0,0,1,1
"15939",1984,1,0,0,0,0,0,0,1,2
"15940",1984,1,0,0,0,0,0,0,1,0
"15941",1984,0,0,1,0,0,0,0,4,0
"15942",1984,0,0,0,1,0,0,0,3,2
"15943",1984,0,0,0,0,0,1,0,6,2
"15944",1984,0,0,0,1,0,0,0,3,0
"15945",1984,1,0,0,0,0,0,0,1,5
"15946",1984,1,0,0,0,0,0,0,1,0
"15947",1984,0,0,0,1,0,0,0,3,2
"15948",1984,0,0,1,0,0,0,0,4,4
"15949",1984,0,0,1,0,0,0,0,4,2
"15950",1984,0,0,1,0,0,0,0,4,1
"15951",1984,0,0,0,0,0,1,0,6,2
"15952",1984,0,0,1,0,0,0,0,4,4
"15953",1984,0,0,1,0,0,0,0,4,1
"15954",1984,0,0,1,0,0,0,0,4,3
"15955",1984,0,0,1,0,0,0,0,4,4
"15956",1984,0,0,1,0,0,0,0,4,4
"15957",1984,0,0,1,0,0,0,0,4,0
"15958",1984,0,0,0,0,0,0,1,7,2
"15959",1984,0,0,1,0,0,0,0,4,0
"15960",1984,0,0,1,0,0,0,0,4,0
"15961",1984,0,0,0,0,1,0,0,5,0
"15962",1984,0,0,1,0,0,0,0,4,5
"15963",1984,0,0,0,0,1,0,0,5,1
"15964",1984,0,0,0,0,0,0,1,7,3
"15965",1984,0,0,1,0,0,0,0,4,1
"15966",1984,0,0,1,0,0,0,0,4,1
"15967",1984,0,0,1,0,0,0,0,4,2
"15968",1984,0,0,0,0,0,1,0,6,0
"15969",1984,0,0,0,0,1,0,0,5,2
"15970",1984,0,1,0,0,0,0,0,2,2
"15971",1984,0,0,1,0,0,0,0,4,5
"15972",1984,0,0,1,0,0,0,0,4,4
"15973",1984,0,0,0,0,0,1,0,6,4
"15974",1984,1,0,0,0,0,0,0,1,2
"15975",1984,0,0,0,0,0,0,1,7,0
"15976",1984,0,0,1,0,0,0,0,4,5
"15977",1984,0,0,0,0,0,0,1,7,4
"15978",1984,1,0,0,0,0,0,0,1,4
"15979",1984,0,0,1,0,0,0,0,4,0
"15980",1984,0,0,0,0,0,0,1,7,2
"15981",1984,1,0,0,0,0,0,0,1,0
"15982",1984,0,1,0,0,0,0,0,2,2
"15983",1984,0,1,0,0,0,0,0,2,1
"15984",1984,0,1,0,0,0,0,0,2,6
"15985",1984,1,0,0,0,0,0,0,1,NA
"15986",1984,0,0,1,0,0,0,0,4,4
"15987",1984,1,0,0,0,0,0,0,1,5
"15988",1984,0,0,1,0,0,0,0,4,1
"15989",1984,0,0,1,0,0,0,0,4,2
"15990",1984,0,0,1,0,0,0,0,4,2
"15991",1984,0,0,1,0,0,0,0,4,2
"15992",1984,0,0,1,0,0,0,0,4,0
"15993",1984,0,0,0,0,0,0,1,7,5
"15994",1984,0,0,1,0,0,0,0,4,3
"15995",1984,0,0,0,0,0,0,1,7,2
"15996",1984,0,1,0,0,0,0,0,2,3
"15997",1984,0,0,1,0,0,0,0,4,1
"15998",1984,0,0,1,0,0,0,0,4,2
"15999",1984,0,0,1,0,0,0,0,4,3
"16000",1984,0,0,1,0,0,0,0,4,4
"16001",1984,0,1,0,0,0,0,0,2,1
"16002",1984,1,0,0,0,0,0,0,1,6
"16003",1984,0,0,1,0,0,0,0,4,3
"16004",1984,1,0,0,0,0,0,0,1,6
"16005",1984,0,0,1,0,0,0,0,4,4
"16006",1984,1,0,0,0,0,0,0,1,6
"16007",1984,0,0,1,0,0,0,0,4,0
"16008",1984,0,1,0,0,0,0,0,2,4
"16009",1984,0,0,1,0,0,0,0,4,2
"16010",1984,0,0,1,0,0,0,0,4,3
"16011",1984,0,0,1,0,0,0,0,4,5
"16012",1984,0,0,0,0,0,0,1,7,3
"16013",1984,0,0,1,0,0,0,0,4,1
"16014",1984,0,0,1,0,0,0,0,4,NA
"16015",1984,0,1,0,0,0,0,0,2,3
"16016",1984,0,0,0,0,0,0,0,NaN,6
"16017",1984,0,0,0,1,0,0,0,3,2
"16018",1984,1,0,0,0,0,0,0,1,3
"16019",1984,1,0,0,0,0,0,0,1,2
"16020",1984,1,0,0,0,0,0,0,1,1
"16021",1984,0,1,0,0,0,0,0,2,6
"16022",1984,0,1,0,0,0,0,0,2,1
"16023",1984,0,1,0,0,0,0,0,2,5
"16024",1984,0,1,0,0,0,0,0,2,1
"16025",1984,1,0,0,0,0,0,0,1,5
"16026",1984,1,0,0,0,0,0,0,1,5
"16027",1984,0,1,0,0,0,0,0,2,5
"16028",1984,0,0,1,0,0,0,0,4,4
"16029",1984,0,0,1,0,0,0,0,4,1
"16030",1984,0,0,1,0,0,0,0,4,2
"16031",1984,0,1,0,0,0,0,0,2,4
"16032",1984,0,0,1,0,0,0,0,4,0
"16033",1984,0,1,0,0,0,0,0,2,2
"16034",1984,0,1,0,0,0,0,0,2,5
"16035",1984,0,0,1,0,0,0,0,4,6
"16036",1984,0,0,1,0,0,0,0,4,0
"16037",1984,0,0,1,0,0,0,0,4,0
"16038",1984,0,0,0,1,0,0,0,3,0
"16039",1984,0,0,1,0,0,0,0,4,2
"16040",1984,0,0,1,0,0,0,0,4,0
"16041",1984,0,0,0,0,0,1,0,6,2
"16042",1984,0,0,1,0,0,0,0,4,1
"16043",1984,0,0,1,0,0,0,0,4,3
"16044",1984,0,0,1,0,0,0,0,4,5
"16045",1984,0,0,1,0,0,0,0,4,1
"16046",1984,0,1,0,0,0,0,0,2,5
"16047",1984,0,0,0,0,0,0,0,NaN,4
"16048",1984,1,0,0,0,0,0,0,1,5
"16049",1984,0,0,1,0,0,0,0,4,3
"16050",1984,0,0,1,0,0,0,0,4,2
"16051",1984,0,0,1,0,0,0,0,4,1
"16052",1984,0,0,1,0,0,0,0,4,1
"16053",1984,0,0,1,0,0,0,0,4,4
"16054",1984,0,1,0,0,0,0,0,2,5
"16055",1984,0,1,0,0,0,0,0,2,5
"16056",1984,0,1,0,0,0,0,0,2,4
"16057",1984,0,0,1,0,0,0,0,4,3
"16058",1984,0,0,1,0,0,0,0,4,2
"16059",1984,0,0,1,0,0,0,0,4,4
"16060",1984,0,0,1,0,0,0,0,4,0
"16061",1984,0,0,0,0,0,0,0,NaN,1
"16062",1984,0,0,1,0,0,0,0,4,1
"16063",1984,0,0,1,0,0,0,0,4,2
"16064",1984,0,0,1,0,0,0,0,4,0
"16065",1984,0,0,1,0,0,0,0,4,0
"16066",1984,0,0,0,0,0,0,1,7,1
"16067",1984,0,0,0,0,0,0,0,NaN,0
"16068",1984,0,0,1,0,0,0,0,4,4
"16069",1984,0,0,1,0,0,0,0,4,1
"16070",1984,1,0,0,0,0,0,0,1,3
"16071",1984,0,0,1,0,0,0,0,4,5
"16072",1984,1,0,0,0,0,0,0,1,3
"16073",1984,0,1,0,0,0,0,0,2,4
"16074",1984,0,0,1,0,0,0,0,4,2
"16075",1984,0,1,0,0,0,0,0,2,2
"16076",1984,0,0,1,0,0,0,0,4,2
"16077",1984,0,1,0,0,0,0,0,2,1
"16078",1984,0,0,1,0,0,0,0,4,1
"16079",1984,0,0,1,0,0,0,0,4,1
"16080",1984,0,0,1,0,0,0,0,4,6
"16081",1984,0,0,1,0,0,0,0,4,0
"16082",1984,0,0,1,0,0,0,0,4,4
"16083",1984,0,0,1,0,0,0,0,4,1
"16084",1984,1,0,0,0,0,0,0,1,2
"16085",1984,0,0,0,1,0,0,0,3,0
"16086",1984,0,0,0,0,0,0,1,7,1
"16087",1984,0,0,0,0,0,0,1,7,3
"16088",1984,0,0,0,1,0,0,0,3,0
"16089",1984,0,0,0,1,0,0,0,3,0
"16090",1984,0,0,1,0,0,0,0,4,0
"16091",1984,0,0,1,0,0,0,0,4,6
"16092",1984,0,1,0,0,0,0,0,2,6
"16093",1984,0,0,1,0,0,0,0,4,1
"16094",1984,0,0,1,0,0,0,0,4,2
"16095",1984,0,0,1,0,0,0,0,4,4
"16096",1984,0,0,1,0,0,0,0,4,2
"16097",1984,0,0,1,0,0,0,0,4,5
"16098",1984,0,1,0,0,0,0,0,2,6
"16099",1984,0,1,0,0,0,0,0,2,6
"16100",1984,0,1,0,0,0,0,0,2,5
"16101",1984,0,0,1,0,0,0,0,4,2
"16102",1984,0,0,1,0,0,0,0,4,6
"16103",1984,0,0,1,0,0,0,0,4,4
"16104",1984,1,0,0,0,0,0,0,1,5
"16105",1984,0,0,1,0,0,0,0,4,0
"16106",1984,0,0,0,0,0,1,0,6,0
"16107",1984,0,1,0,0,0,0,0,2,5
"16108",1984,0,0,0,0,0,0,0,NaN,1
"16109",1984,0,0,0,1,0,0,0,3,1
"16110",1984,0,1,0,0,0,0,0,2,1
"16111",1984,0,1,0,0,0,0,0,2,5
"16112",1984,1,0,0,0,0,0,0,1,2
"16113",1984,0,1,0,0,0,0,0,2,5
"16114",1984,0,1,0,0,0,0,0,2,6
"16115",1984,1,0,0,0,0,0,0,1,6
"16116",1984,1,0,0,0,0,0,0,1,0
"16117",1984,0,1,0,0,0,0,0,2,5
"16118",1984,0,1,0,0,0,0,0,2,0
"16119",1984,0,1,0,0,0,0,0,2,5
"16120",1984,1,0,0,0,0,0,0,1,1
"16121",1984,0,0,1,0,0,0,0,4,1
"16122",1984,0,0,0,0,0,0,1,7,4
"16123",1984,1,0,0,0,0,0,0,1,0
"16124",1984,0,0,0,1,0,0,0,3,4
"16125",1984,1,0,0,0,0,0,0,1,4
"16126",1984,1,0,0,0,0,0,0,1,4
"16127",1984,0,0,0,0,0,0,1,7,4
"16128",1984,0,0,1,0,0,0,0,4,2
"16129",1984,0,0,0,0,0,1,0,6,4
"16130",1984,0,0,0,0,0,0,1,7,2
"16131",1984,1,0,0,0,0,0,0,1,2
"16132",1984,0,0,0,1,0,0,0,3,2
"16133",1984,1,0,0,0,0,0,0,1,0
"16134",1984,1,0,0,0,0,0,0,1,3
"16135",1984,0,1,0,0,0,0,0,2,1
"16136",1984,0,0,1,0,0,0,0,4,3
"16137",1984,1,0,0,0,0,0,0,1,1
"16138",1984,0,0,0,0,0,1,0,6,3
"16139",1984,1,0,0,0,0,0,0,1,6
"16140",1984,0,1,0,0,0,0,0,2,6
"16141",1984,0,0,1,0,0,0,0,4,3
"16142",1984,0,0,0,0,0,0,1,7,0
"16143",1984,0,0,1,0,0,0,0,4,1
"16144",1984,0,0,1,0,0,0,0,4,3
"16145",1984,0,0,0,0,0,1,0,6,0
"16146",1984,0,0,1,0,0,0,0,4,3
"16147",1984,0,0,0,0,0,0,1,7,4
"16148",1984,0,0,1,0,0,0,0,4,4
"16149",1984,1,0,0,0,0,0,0,1,2
"16150",1984,1,0,0,0,0,0,0,1,0
"16151",1984,0,0,0,0,0,0,0,NaN,3
"16152",1984,0,1,0,0,0,0,0,2,6
"16153",1984,0,1,0,0,0,0,0,2,0
"16154",1984,0,0,0,1,0,0,0,3,2
"16155",1984,0,0,0,1,0,0,0,3,0
"16156",1984,1,0,0,0,0,0,0,1,5
"16157",1984,1,0,0,0,0,0,0,1,2
"16158",1984,0,0,0,1,0,0,0,3,0
"16159",1984,1,0,0,0,0,0,0,1,0
"16160",1984,1,0,0,0,0,0,0,1,3
"16161",1984,0,0,0,0,0,0,1,7,4
"16162",1984,0,0,1,0,0,0,0,4,4
"16163",1984,0,1,0,0,0,0,0,2,5
"16164",1984,1,0,0,0,0,0,0,1,5
"16165",1984,0,1,0,0,0,0,0,2,0
"16166",1984,0,1,0,0,0,0,0,2,0
"16167",1984,0,1,0,0,0,0,0,2,4
"16168",1984,0,1,0,0,0,0,0,2,5
"16169",1984,0,0,0,0,0,0,0,NaN,3
"16170",1984,0,1,0,0,0,0,0,2,2
"16171",1984,1,0,0,0,0,0,0,1,1
"16172",1984,0,1,0,0,0,0,0,2,NA
"16173",1984,0,0,0,0,0,0,1,7,3
"16174",1984,0,0,1,0,0,0,0,4,1
"16175",1984,0,1,0,0,0,0,0,2,0
"16176",1984,1,0,0,0,0,0,0,1,NA
"16177",1984,0,0,1,0,0,0,0,4,2
"16178",1984,1,0,0,0,0,0,0,1,6
"16179",1984,1,0,0,0,0,0,0,1,0
"16180",1984,0,1,0,0,0,0,0,2,5
"16181",1984,0,0,1,0,0,0,0,4,1
"16182",1984,0,1,0,0,0,0,0,2,6
"16183",1984,0,1,0,0,0,0,0,2,5
"16184",1984,0,0,1,0,0,0,0,4,1
"16185",1984,1,0,0,0,0,0,0,1,2
"16186",1984,1,0,0,0,0,0,0,1,1
"16187",1984,0,1,0,0,0,0,0,2,5
"16188",1984,1,0,0,0,0,0,0,1,4
"16189",1984,1,0,0,0,0,0,0,1,6
"16190",1984,1,0,0,0,0,0,0,1,1
"16191",1984,1,0,0,0,0,0,0,1,3
"16192",1984,0,0,0,0,0,0,0,NaN,6
"16193",1984,0,1,0,0,0,0,0,2,4
"16194",1984,1,0,0,0,0,0,0,1,2
"16195",1984,1,0,0,0,0,0,0,1,4
"16196",1984,0,1,0,0,0,0,0,2,5
"16197",1984,0,1,0,0,0,0,0,2,3
"16198",1984,1,0,0,0,0,0,0,1,1
"16199",1984,1,0,0,0,0,0,0,1,2
"16200",1984,1,0,0,0,0,0,0,1,2
"16201",1984,0,0,1,0,0,0,0,4,1
"16202",1984,0,1,0,0,0,0,0,2,1
"16203",1984,1,0,0,0,0,0,0,1,5
"16204",1984,0,0,0,0,0,0,0,NaN,NA
"16205",1984,0,1,0,0,0,0,0,2,1
"16206",1984,0,0,1,0,0,0,0,4,1
"16207",1984,0,1,0,0,0,0,0,2,0
"16208",1984,1,0,0,0,0,0,0,1,1
"16209",1984,0,0,0,0,0,0,1,7,2
"16210",1984,0,0,1,0,0,0,0,4,1
"16211",1984,0,0,1,0,0,0,0,4,0
"16212",1984,1,0,0,0,0,0,0,1,1
"16213",1984,1,0,0,0,0,0,0,1,4
"16214",1984,1,0,0,0,0,0,0,1,3
"16215",1984,1,0,0,0,0,0,0,1,NA
"16216",1984,0,1,0,0,0,0,0,2,1
"16217",1984,0,1,0,0,0,0,0,2,4
"16218",1984,0,1,0,0,0,0,0,2,1
"16219",1984,0,1,0,0,0,0,0,2,5
"16220",1984,0,0,1,0,0,0,0,4,2
"16221",1984,1,0,0,0,0,0,0,1,2
"16222",1984,0,1,0,0,0,0,0,2,4
"16223",1984,0,0,0,0,0,0,1,7,2
"16224",1984,0,0,1,0,0,0,0,4,1
"16225",1984,0,0,1,0,0,0,0,4,0
"16226",1984,1,0,0,0,0,0,0,1,5
"16227",1984,1,0,0,0,0,0,0,1,1
"16228",1984,1,0,0,0,0,0,0,1,2
"16229",1984,0,0,0,0,0,0,1,7,1
"16230",1984,0,1,0,0,0,0,0,2,3
"16231",1984,0,0,0,0,0,0,1,7,2
"16232",1984,0,1,0,0,0,0,0,2,1
"16233",1984,1,0,0,0,0,0,0,1,3
"16234",1984,0,0,0,0,0,0,1,7,2
"16235",1984,0,0,1,0,0,0,0,4,4
"16236",1984,0,0,1,0,0,0,0,4,3
"16237",1984,0,0,1,0,0,0,0,4,6
"16238",1984,0,0,1,0,0,0,0,4,3
"16239",1984,0,0,1,0,0,0,0,4,2
"16240",1984,0,1,0,0,0,0,0,2,0
"16241",1984,0,0,1,0,0,0,0,4,1
"16242",1984,0,1,0,0,0,0,0,2,6
"16243",1984,0,1,0,0,0,0,0,2,5
"16244",1984,1,0,0,0,0,0,0,1,3
"16245",1984,1,0,0,0,0,0,0,1,1
"16246",1984,0,1,0,0,0,0,0,2,5
"16247",1984,0,1,0,0,0,0,0,2,1
"16248",1984,0,0,0,0,0,0,1,7,4
"16249",1984,1,0,0,0,0,0,0,1,6
"16250",1984,0,0,1,0,0,0,0,4,2
"16251",1984,0,0,0,0,0,0,1,7,2
"16252",1984,0,0,0,1,0,0,0,3,0
"16253",1984,0,0,0,1,0,0,0,3,1
"16254",1984,1,0,0,0,0,0,0,1,5
"16255",1984,1,0,0,0,0,0,0,1,2
"16256",1984,0,0,0,0,0,0,1,7,0
"16257",1984,0,1,0,0,0,0,0,2,3
"16258",1984,0,0,1,0,0,0,0,4,6
"16259",1984,0,1,0,0,0,0,0,2,4
"16260",1984,0,0,0,0,1,0,0,5,4
"16261",1984,0,1,0,0,0,0,0,2,4
"16262",1984,0,0,1,0,0,0,0,4,4
"16263",1984,0,0,0,0,0,0,0,NaN,0
"16264",1984,0,0,0,0,1,0,0,5,5
"16265",1984,0,0,1,0,0,0,0,4,4
"16266",1984,0,0,0,0,0,0,1,7,3
"16267",1984,1,0,0,0,0,0,0,1,5
"16268",1984,1,0,0,0,0,0,0,1,4
"16269",1984,1,0,0,0,0,0,0,1,2
"16270",1984,0,0,0,1,0,0,0,3,0
"16271",1984,0,0,0,0,0,0,0,NaN,NA
"16272",1984,0,0,0,0,0,0,0,NaN,3
"16273",1984,0,0,0,1,0,0,0,3,3
"16274",1984,0,0,0,1,0,0,0,3,1
"16275",1984,0,1,0,0,0,0,0,2,5
"16276",1984,0,0,1,0,0,0,0,4,3
"16277",1984,0,0,0,1,0,0,0,3,0
"16278",1984,0,0,0,1,0,0,0,3,1
"16279",1984,0,0,0,1,0,0,0,3,0
"16280",1984,0,0,0,1,0,0,0,3,3
"16281",1984,0,0,0,1,0,0,0,3,1
"16282",1984,0,0,0,1,0,0,0,3,0
"16283",1984,0,0,1,0,0,0,0,4,5
"16284",1984,0,0,1,0,0,0,0,4,5
"16285",1984,0,1,0,0,0,0,0,2,5
"16286",1984,1,0,0,0,0,0,0,1,1
"16287",1984,1,0,0,0,0,0,0,1,4
"16288",1984,0,1,0,0,0,0,0,2,5
"16289",1984,0,1,0,0,0,0,0,2,2
"16290",1984,1,0,0,0,0,0,0,1,2
"16291",1984,0,0,0,1,0,0,0,3,0
"16292",1984,0,0,0,1,0,0,0,3,0
"16293",1984,0,0,0,1,0,0,0,3,1
"16294",1984,0,0,0,1,0,0,0,3,0
"16295",1984,1,0,0,0,0,0,0,1,2
"16296",1984,1,0,0,0,0,0,0,1,4
"16297",1984,1,0,0,0,0,0,0,1,0
"16298",1984,1,0,0,0,0,0,0,1,1
"16299",1984,1,0,0,0,0,0,0,1,0
"16300",1984,1,0,0,0,0,0,0,1,1
"16301",1984,0,0,0,1,0,0,0,3,0
"16302",1984,0,0,0,1,0,0,0,3,2
"16303",1984,0,0,1,0,0,0,0,4,3
"16304",1984,0,1,0,0,0,0,0,2,3
"16305",1984,0,0,1,0,0,0,0,4,0
"16306",1984,0,0,0,0,0,0,1,7,6
"16307",1984,0,0,1,0,0,0,0,4,1
"16308",1984,0,0,0,0,0,0,0,NaN,0
"16309",1984,0,1,0,0,0,0,0,2,1
"16310",1984,0,0,0,0,0,0,0,NaN,3
"16311",1984,0,0,0,0,0,0,0,NaN,5
"16312",1984,0,1,0,0,0,0,0,2,2
"16313",1984,0,1,0,0,0,0,0,2,2
"16314",1984,0,0,1,0,0,0,0,4,5
"16315",1984,0,0,1,0,0,0,0,4,0
"16316",1984,0,1,0,0,0,0,0,2,3
"16317",1984,0,0,0,0,0,1,0,6,1
"16318",1984,0,0,0,0,0,0,1,7,4
"16319",1984,1,0,0,0,0,0,0,1,5
"16320",1984,1,0,0,0,0,0,0,1,5
"16321",1984,0,1,0,0,0,0,0,2,1
"16322",1984,0,0,1,0,0,0,0,4,0
"16323",1984,0,0,0,1,0,0,0,3,5
"16324",1984,0,1,0,0,0,0,0,2,1
"16325",1984,1,0,0,0,0,0,0,1,6
"16326",1984,0,0,1,0,0,0,0,4,1
"16327",1984,0,0,0,1,0,0,0,3,3
"16328",1984,0,0,0,0,0,0,1,7,3
"16329",1984,0,0,0,1,0,0,0,3,0
"16330",1984,0,0,0,1,0,0,0,3,1
"16331",1984,0,0,0,1,0,0,0,3,1
"16332",1984,0,1,0,0,0,0,0,2,1
"16333",1984,1,0,0,0,0,0,0,1,1
"16334",1984,0,0,0,1,0,0,0,3,0
"16335",1984,0,1,0,0,0,0,0,2,2
"16336",1984,0,0,1,0,0,0,0,4,4
"16337",1984,0,0,1,0,0,0,0,4,0
"16338",1984,0,0,0,0,1,0,0,5,1
"16339",1984,1,0,0,0,0,0,0,1,1
"16340",1984,1,0,0,0,0,0,0,1,1
"16341",1984,1,0,0,0,0,0,0,1,1
"16342",1984,1,0,0,0,0,0,0,1,6
"16343",1984,0,0,0,1,0,0,0,3,0
"16344",1984,0,1,0,0,0,0,0,2,6
"16345",1984,1,0,0,0,0,0,0,1,6
"16346",1984,1,0,0,0,0,0,0,1,0
"16347",1984,0,1,0,0,0,0,0,2,5
"16348",1984,0,0,0,0,0,1,0,6,5
"16349",1984,0,0,0,1,0,0,0,3,1
"16350",1984,0,0,0,1,0,0,0,3,1
"16351",1984,0,0,0,1,0,0,0,3,2
"16352",1984,0,0,0,1,0,0,0,3,6
"16353",1984,1,0,0,0,0,0,0,1,6
"16354",1984,0,0,0,1,0,0,0,3,0
"16355",1984,0,0,0,0,0,0,0,NaN,NA
"16356",1984,0,1,0,0,0,0,0,2,4
"16357",1984,0,0,1,0,0,0,0,4,1
"16358",1984,0,0,0,0,0,0,0,NaN,0
"16359",1984,0,1,0,0,0,0,0,2,6
"16360",1984,0,0,1,0,0,0,0,4,1
"16361",1984,0,0,1,0,0,0,0,4,2
"16362",1984,0,0,1,0,0,0,0,4,0
"16363",1984,1,0,0,0,0,0,0,1,3
"16364",1984,0,0,1,0,0,0,0,4,0
"16365",1984,1,0,0,0,0,0,0,1,5
"16366",1984,0,0,1,0,0,0,0,4,3
"16367",1984,0,0,1,0,0,0,0,4,1
"16368",1984,0,0,0,0,0,0,1,7,3
"16369",1984,1,0,0,0,0,0,0,1,1
"16370",1984,0,0,1,0,0,0,0,4,0
"16371",1984,0,0,1,0,0,0,0,4,3
"16372",1984,1,0,0,0,0,0,0,1,0
"16373",1984,1,0,0,0,0,0,0,1,5
"16374",1984,0,0,1,0,0,0,0,4,0
"16375",1984,1,0,0,0,0,0,0,1,1
